creation date;text;classification
16/03/2020;It amazes me...I go to the supermarket and everything is gone, people are panic buying, yet not one single person was wearing a facemask. Buying 200 rolls of toilet paper won't prevent you from catching #COVID2019. Take proper precautions and stay safe. https://t.co/lNoF0xfsx4;Extremely Positive
16/03/2020;Most of us will get covid-19 in a supermarket. #letspanic;Neutral
16/03/2020;Going to the grocery store made me panic more than anything. The scarcity of resources. We do not need to hoard food like this. I saw a woman with 9 gallons of milk in her buggy. The eggs were gone. Bread aisle was demolished. #CoronavirusOutbreak #coronavirus #coronapocolypse;Negative
16/03/2020;COVID-19 pandemic and plunging global financial markets drove consumer confidence today to two-year low, according to @MorningConsult survey https://t.co/L3qCsEzXAA https://t.co/C5BUrZIZun;Positive
16/03/2020;A full grown ass woman! My county has the highest number of #coronavirus cases in Colorado.......and as a grocery store employee I HAVE TO come into work. I canÂ’t afford to take time off....my store isnÂ’t even reducing hours...so please! If you donÂ’t feel well or thereÂ’s no;Negative
16/03/2020;Loving how quiet the Tube is atm. COVID-19 is terrible yes, but I now get a fantastic level of consumer utility for my Â£2.50 tube ticket.;Extremely Positive
16/03/2020;#COVID_19 #covid?19uk #QuarantineLife I have pre existing medical condition so I should isolate for 12 weeks but wife works at supermarket. How's that work.;Negative
16/03/2020;Supermarket workers   homecare workers   postal workers   cleaning workers   Workers throughout services sectors now find themselves at the forefront of societies  efforts to contain the 19 pandemic We take a look at what measures are needed;Neutral
16/03/2020;#Oliverscampaign #coronavirus What type of food are people stock piling in case of being isolated;Negative
16/03/2020;I'm not going out shopping until all of this #Coronavirus has stopped.  Why are people fighting over food and loo rolls ?... I've just been staying in a lot then going for a short walk, knitting and shopping online...;Negative
16/03/2020;Shit moms.. I just got done telling my kids how much fun weÂ’re gonna have watching movies, playing outside, eating our stock pile of food for the next few weeks.. then I see yÂ’all talking about homeschool curriculum?? Is this what weÂ’re doing??? y tho ? #covid19 #coronavirus;Positive
16/03/2020;This is how #COVID19ireland is being monitored back home. Looks draconian but #igetit #coronavirus #StayTheFHome #SocialDistancing #COVID19 #SelfIsolation #StopTheSpread #StopPanicBuying https://t.co/7NhQ9d48vE;Neutral
16/03/2020;Supermarket scene - Posting in foreigners in Finland -group. #covid-19 https://t.co/aYDgVUAcUe;Neutral
16/03/2020;RON 95 price GO DOWN diesel price GO DOWN when public transports such as trains buses teksi amp e hailing service prices GO DOWN in Malaysia year 2020;Neutral
16/03/2020;@Jeremy_Hunt your public intervention on Covid 19 is not helping. You may disagree with the government's strategy but please do not actively campaign against the government. People are frightened. You are adding to their fears. That causes panic actions l;Extremely Negative
16/03/2020;YouÂ’re welcome! Now #StopHoarding #StopPanicBuying #StayAtHome and #StaySafe amid the #coronavirus #COVID19 #CoronaVirusUpdates https://t.co/T3nZULlQwn;Positive
16/03/2020;The chief medical officer is currently telling Alan Jones on radio itÂ’s Â“stupidÂ” and Â“sillyÂ” people are buying two weeks worth of food. Perhaps, but he needs to tell the states, because at least one state government recommended exactly that! The inconsistency is gobsmacking ?;Positive
16/03/2020;Covid 19 Pandemic Self Isolation Journal Day 1 10 30AM Mild panic sets in as to paraphrase H Simpson all we have in the house is the food we need to make food;Extremely Negative
16/03/2020;I know. Like a lot of you, IÂ’m kind of freaked out and nervous too. But then I remember...this is to protect us. And this is why this kind of extreme measure works as told through stick figures, sound effects  and my own voice: https://t.co/vPNJY2ZNrx;Positive
16/03/2020;Questions remain as to the impact of #coronavirus on our communities and what it will mean for consumer spending patterns and corporate confidence. Here's Regions Asset Management's perspective as the markets react this week: https://t.co/SWf2zg7zaq;Extremely Positive
16/03/2020;AdobeExpCloud: Some online shopping behaviors have surged by 800+% in the last few weeks. Here are the trends and takeaways from 80 of the top 100 US retailers: https://t.co/rHogkhuZfi;Positive
16/03/2020;How US consumers and industries including food and drink, beauty, retail, and health and wellness are reacting to the COVID-19 pandemic. https://t.co/ZM5gjzxeZc via @mintelnews;Extremely Positive
16/03/2020;@MakabayiMercie @TMCGLtd @priscilla_atim @Spartakussug @HopeFortunate @Davisthedoc @drjohnmark_b @AkoraPriscilla @OsbertMwijukye @SandraBwengye @MinofHealthUG See prices for these items and place an order at https://t.co/wdKjBYijfS, we deliver to your doo;Neutral
16/03/2020;"#MondayMotivation: If this #QuarantineLife over #COVID2019   does nothing else I only hope it gives #WallStreet a new found appreciation for the term ""Consumer Driven Economy"" and they STOP trying to hoard all the Tax payer funded money on the planet in off shore accounts!";Negative
16/03/2020;@TODAYshow Consumer reporter Vicky Ngyuen IS NOT qualified to answer medical questions, from Facebook or anywhere, regarding the #coronavirus #JustSayin;Neutral
16/03/2020;After being out of town for the past 5 days I am struggling to stock our fridge with the essentials, just to get my family through the week. We empty our fridge before a trip so food doesnÂ’t go to waste. IÂ’m speechless.  #coronavirus #QuarantineLife;Extremely Negative
16/03/2020;If you are heading to shops to stock pile with the purpose in mind to sell it for inflated prices on @eBay_UK , you should be ashamed of yourself. #StopPanicBuying #CoronaVirus;Negative
16/03/2020;Seriously though, if I'm at a higher risk catching Covid-19 working in a supermarket where everyone and their dogs are flocking to, shouldnt I be getting hazard pay?;Negative
16/03/2020;Huh. My health plan @aetna did a broad PR push around their COVID-19 plans, which I saw because I follow the industry, but I did NOT get a consumer communication a la every retail company whose email list I belong to. I wonder what's up with that? https://t.co/7ValdwFqii;Neutral
16/03/2020;Coronavirus prompts wave of store closures;Neutral
16/03/2020;THREAD. After tracking coronavirus responses for 7 weeks now, and since you asked for it: hereÂ’s my list of Â”best in classÂ” responses from around the world to the various facets of the problem. #coronavirusoutbreak #COVID19.;Positive
16/03/2020;Waiting outside a supermarket here in Los Angeles and there was a rainbow of hope. #Covid_19 #rainbow https://t.co/Ylcg3f85Z6;Positive
16/03/2020;Bakkt Marching Towards Summer Launch of Consumer App, While Closing $300M Series B https://t.co/VzF2Q7J6ph #app #Bakkt #blockchain #covid-19 #Crypto #DigitalSecurities #ICE #SeriesA #SeriesB #securitytoken #sto #securitytokens #digitalsecurities;Neutral
16/03/2020;NOT ALL BUSINESSES CAN HAVE THEIR EMPLOYEES WORK FROM HOME Retail restaurants coffee shops entertainment venues optometrists grocery stores bodegas non profits that work in the field veterinarian offices dentists mailing centers like UPS Store;Extremely Positive
16/03/2020;As we all fight against the Corona Virus / COVID-19, donÂ’t forget to show your gratitude towards those that are helping and on the front lines. From doctors and nurses and all healthcare workers, to our police, fire fighters, EMTs, supermarket workers, ouÂ…https://t.co/IiDhwwFwKD;Negative
16/03/2020;@IvankaTrump People do need to be kind. More importantly, we need to stop the hysteria. Millions are losing their livelihood from the panic, not the virus. The numbers do not make sense #nomoreclosings #coronavirus #StopThePanic  #pandemic #StopPanicBuyin;Negative
16/03/2020;Day 3 of Social Distancing. Starting to go a little stir crazy, so we are practicing for the new Supermarket Sweep. Any pointers @Lesdoggg #COVID2019 #lockedupwithatoddler https://t.co/zMP4zcG6KB;Negative
16/03/2020;This past week or so has been an absolute nightmare. Why you may ask!. I work at a grocery store and let me tell you people are just being assholes. If you go to a grocery store be nice to the people working there. We are putting our lives at risk too  #coronavirus;Negative
16/03/2020;Ok, chaos has ensued at the Indian grocery stores in the SF bay area. Folks buying enough stuff to sustain them for over 6 months. Black friday kind of queue outside the store. #COVID2019 #bayareacoronavirus https://t.co/gY4r3AcelI;Negative
16/03/2020;#coronavirus #selfisolation @BBCBreakfast  online shopping not really an option. Many places not accepting new orders. Week and a half wait if you can get an order.;Negative
16/03/2020;Off to play supermarket bingo....will I get everything I need? Probably not..#covid?19uk #headache #COVID2019;Positive
16/03/2020;@ItsMainaKageni I'm so much afraid of a total lock down cause thousands of people will starve to death and not die of CoVid-19 Are we thinking of our fellow human beings who can't run to the supermarkets and stock there households with food they live day ;Negative
16/03/2020;Okay, so if youÂ’re also worried about getting food due to stock piling, have a code for Â£20 off your first Hello Fresh box - S-L1JHX4WML #covid?19uk #COVID19 #coronavirus #CoronavirusOutbreak;Positive
16/03/2020;The UK retailers Primark and Kingfisher have warned the coronavirus pandemic will hit sales after store closures in Europe https://t.co/DpiJozXVHn via @guardian #retail #Primark #coronavirus;Negative
16/03/2020;My coronavirus Dinner Plan till the end of the month. Kid Friendly Picky Eater Approved. #coronavirus #mealplan #mealprep #stockup #coronapocolypse #HowToKeepPeopleHome #Covid_19 #schoolclosure #QuarantineLife https://t.co/PL7S0gonuy;Extremely Positive
16/03/2020;#Amazon #delivery infrastructure strained as COVID-19 outbreak sparks surge in onlineÂ… https://t.co/ixfOLP8Wae;Negative
16/03/2020;@templetonf @RNZConcert Can so appreciate how you feel. @RNZConcert is a life saver - planning on listening on the way to the supermarket for my normal weekly supermarket shop. Going to the supermarket is now quite a surreal experience given #Covid_19 .;Positive
16/03/2020;A technical glitch at #Amazon is wreaking havoc on #WholeFoods, Prime Now and #amazonfresh orders tonight, as panic-buying through the #coronavirus outbreak highlights the limits of Amazon delivery: https://t.co/D2RohkH5o4;Extremely Negative
16/03/2020;Yall think #coronavirus is the only thing yall worried about.. Yall got another thing coming...stock markets is blood bath right now.... People going to be losing their jobs.. People going to losing their food stamps section 8 medicaid.. Pretty soon Social Security!!!;Negative
16/03/2020;Even though it doesn't answer all the questions, here's the best thing I've read yet about the toilet roll supermarket psychosis. Fascinating piece. https://t.co/8S5vqs9U2e;Extremely Positive
16/03/2020;@NikkiSixx Honest to God, I told said this today at work, with all these people stuck at Home, large supplies of Food, wine and On demand tv, We're going to get a second baby boom like that of 1919 of 1945 !! #coronapocolypse #coronavirus #Babyboom2020;Extremely Positive
16/03/2020;Want to stop toilet paper shortages and hoarding! Easy. Normal price for first pack then ten times for subsequent packs.  Repeat for essentials. #CoronavirusOutbreak #coronavirus #StopPanicBuying;Positive
16/03/2020;@ABC @AlmChriis I went to the grocery store today. There was no toilet paper, no fruit, no meat, no pasta, no tomato sauce, no cleaners, no disinfectant, no cereal, no coffee, no margarine, and no Diet Coke. This is trying! #COVID2019;Extremely Negative
16/03/2020;Quickly find other supermarkets if your local store runs out of supplies, or look up hospitals and pharmacies if the coronavirus requires you to get medical services. Type your location: https://t.co/CK4A1teogM #coronavirus #COVID19 #groceries #medicine #data #POI #mapping https://t.co/lhG3d87GRm;Neutral
16/03/2020;How can companies minimise Covid-19Â’s effect on their marketing traffic? BrandÂ’s need to be agile in these times of crisis as events like these are changing consumer behaviour https://t.co/wl9xeouZvS;Negative
16/03/2020;@BestBuy how are you guys still open? Basically the largest tech store in the US, let alone the world probably. You guys may be helping spread COVID-19? An employee could have an asymptomatic case, every customer they talk to, could get the virus.YÂ’all n;Positive
16/03/2020;Student resources during COVID-19 https://t.co/edjUfnzT8Y;Neutral
16/03/2020;Pattaya: Makro full of shoppers as Thais and foreigners stock up on food items https://t.co/6CXvzZw14J #thailand #coronavirus #covid19 https://t.co/ZIvgHESZ8k;Neutral
16/03/2020;Y'all: I walked two and a half miles to the supermarket last night, and it was quieter than usual. An eerie suspense permeated: the dessert aisle was deserted, and there were almost no staples, such as eggs, bread, pasta, etc. #Covid_19 https://t.co/prD62ju5Sk;Negative
16/03/2020;WeÂ’re still part of a community even when weÂ’re by ourselves. Stay home and stay positive. We're #AloneTogether https://t.co/eBRBPBqIJw;Positive
16/03/2020;Consumers Energy is suspending service shutoffs for senior citizens and low income customers because of the COVID-19 outbreak. https://t.co/I07b93XPmR;Neutral
16/03/2020;"""Amazon is hiring an additional 100,000 employees in the U.S. to meet the surge in demand from online shopping amid the #coronavirus outbreak, the company said Monday."" #jobs https://t.co/brddGC1C9E";Positive
16/03/2020;"One of the most damaged sectors by the #coronavirus in the #USA is the #SP500 #Consumer Discretionary Sector. Firmly in sell on our system. See chart. Key: above the cloud ""In Buy"" below ""In Sell"" $XLY #stocks #luxury #trading #investing #COVID19 #COVID2019 #covidusa https://t.co/sAudd9g1jw";Negative
16/03/2020;Coronavirus Watch - Online shopping and delivery are expected to surge as cases of coronavirus increase in the U.S. -  https://t.co/rjaPZ4fTxJ #coronavirus #CoronavirusOutbreak #foodinstitutefocus #foodinstitute #food #foodindustry #delivery #fooddelivery https://t.co/fyaoXdLqKt;Positive
16/03/2020;I was wondering if my cash register person in food service had COVID-19.(they won't take sick leave cause they have none. They won't go see a doctor cause they don't have health insurance. It is not offered.) Trying not to panic though. #America #SickofWinning;Extremely Positive
16/03/2020;IÂ’ve socially distanced myself from the kitchen. Now the next hurdle is socially distancing myself from all this unnecessary online shopping IÂ’m doing. #coronavirus Â• #quarantinelife;Neutral
16/03/2020;Is buying 14 days worth of food and supplies stock piling? After boris' conference a few mins ago I'd say it's the sensible thing to do, within reason. #stockpiling #COVID2019 #QuarantineLife;Positive
16/03/2020;We are expecting big announcements tomorrow for #Bangkok #Coronavirus stay tuned everybody. This is time to stock food supplies that will last at least for 2 week. Lets hope things will get normal soon.;Positive
16/03/2020;pls stop panic buying and hoarding food bc the rest of us will then have to constantly go out to look for food and not help the efforts to contain COVID 19;Extremely Negative
16/03/2020;Covid19 panic. Pascal Montagne for @37degres and @studiohanslucas #panic #france #french #covid_19 #food #shortage #paranoia #disease #health #pandemic https://t.co/72wKsDqn4b https://t.co/GcO6UfeAMZ;Negative
16/03/2020;sounds like a good idea - LA market offers special hours for seniors to shop...yes?  no?  https://t.co/xJN5rDu3o9 #coronavirus;Extremely Positive
16/03/2020;@asda why is stock not being limited in ur stores? Went 2 ur minworth store tonight and saw someone with like 10 packs of nappies! It was sad tbh especially after all I've seemed to see on my fb today is mothers struggling to find nappies and food #corona;Negative
16/03/2020;PSA: I work in a mall. My store hasn't closed down because well fuck capitalism. And I want you all to know how difficult it is for retail/people in the food industry who have NO CHOICE but to go to work. So please, if it is not necessary please avoid the the mall #coronavirus;Extremely Positive
16/03/2020;We like most of you have been thinking of ways to do our part to reduce the transmission of COVID-19 in Canada. We are closing our Retail Store and Head Office in MontrÃ©al temporarily for 2 weeks. There is nothingÂ… https://t.co/517reAfJdk;Positive
16/03/2020;A little bit relieved to see UK government changing the direction of covid-19 strategy.  Hope it calms the nerves of grocery shoppers and I hope for a stocked supermarket on Wednesday.;Extremely Positive
16/03/2020;Is #coronavirus making @realDonaldTrump look bad because the economy is taking a dive or is it helping him because all you #VoteBlueNoMatterWho2020 people really see what #DemocraticSocialism really looks like because the stores Shelves are BARE. #nofood #Trump2020 #MAGA #KAG;Positive
16/03/2020;The amount of anxiety and stress having to work at a grocery store during this time? #grocerystore #retail #coronavirus;Negative
16/03/2020;I miss going shopping online and offline ?I need all of this to go back to normal,corona has created such a barrier, public transport just ainÂ’t it. We need this to be done already so I can enjoy myself man #COVID19 #coronapocolypse #coronavirus;Positive
16/03/2020;Are we getting quarantined an shoukd I stock up on food #coronavirus #Covid19Walkout #housearrest;Neutral
16/03/2020;Amazon may hire 100,000 to keep up with surge in orders as coronavirus spreads https://t.co/QEnD4W3qpN via @phillyinquirer;Positive
16/03/2020;@kumailn My country is suffering from the disease, Covid-19. It is very serious. I don't even have money to stock up on food. I don't have money to take my family to check for this disease. The cost is high.  I need $ 30,000 (USA) money to support my fami;Negative
16/03/2020;panic buying after first infection of covid-19 in the USA @nytimestech #COVID19 https://t.co/S2SH0fGGtP https://t.co/d4I5tFNHe0;Negative
16/03/2020;I so love this ?? Food Town grocery store chain offers senior hours for customers over 65 | https://t.co/6CUtKBVZZv #COVID2019 #covid19houston  https://t.co/V5ddBuYiXI;Extremely Positive
16/03/2020;Pls don't yell @ retail employees. It's not their fault the store has run out of alcohol, hand sanitizer or toilet paper. They are going through this like the rest of us. In this time of fear and confusion, please don't forget to be kind. #COVID2019;Extremely Positive
16/03/2020;Soooo what about retail workers during all this?? Do we get to close at 8? How many people can I let in and out of the store?? I really need answers.... #CoronavirusOutbreak #coronavirus #coronavirusny;Neutral
16/03/2020;Schools and Universities are closed for a month- fine #COVID2019  #corona but I have a quetion that why many shopkeepers are selling masks on high prices- we  can afford but what about others who can't  @NakuulMehta #FanForever;Positive
16/03/2020;I feel so bad bc I placed a JSC order on the 13th NOT thinking at all because Covid 19 I figured shopping online would be okay. But now what happens? IÂ’m fine with waiting because I understand since things are closing. I still want the items lol.;Extremely Positive
16/03/2020;@realDonaldTrump My son and my niece just now lost their jobs at pizza hut, the drive thru will be operating only because of panic over the Covid-19.  My son is my caregiver. He helps with food and car repairs.  What is the solution for people like us?;Positive
16/03/2020;Im fucking calling it now, covid-19 isnt gonna kill us, since we're all gonna kill eachother due to a fucking food shortage. The panic is gonna go from a mere virus to a fucking all out apocalypse due to how shit is going right now, you're all gonna cause a damn downfall;Negative
17/03/2020;Most shops closed in but supermarkets groceries pharmacies open take away restaurants open These photos are from a well stocked supermarket;Positive
17/03/2020;Relax stay calm the majority of cases are mild the bulk of people recover especially if u r a healthy young person the best thing you can do to help keep others safe is stock up enough food water supplies amp stay home for a few weeks we love you  ;Extremely Positive
17/03/2020;I work overnight in retail at a major sporting goods store and I find it mind boggling that we still have to be here. There is a woman here, in her 70s, who also lives with her 90 year old mother. Another guy whose GF works in an ER. Come on people. #COVID2019 #stayhomechallenge;Neutral
17/03/2020;Los Angeles residents are bulk buying firearms amid fears of a food shortage as continues to sweep across the 19;Negative
17/03/2020;Queues to buy guns in LA   Buyers tell me they re scared of what will happen if people run out of food and supplies and they need to protect their families We re live on as panic hits LA;Negative
17/03/2020;Realizing how much online shopping I do... so many businesses have my email addresses sending out their closures for COVID-19... at least some of them indicate their workers will be getting paid ??;Neutral
17/03/2020;As we face significant uncertainty due to the pandemic I want to take a moment to thank the hospital staff first responders grocery store employees community pharmacists lab technicians and everyone else on the front lines of this crisis You are true heroes;Positive
17/03/2020;Barely anyone in buys cars amid as consumer spending and demand growth are crippled in the world s biggest and oil import market Expect similar charts from and to emerge soon as a hits ;Positive
17/03/2020;There are elderly people amp families not able to buy their groceries because people are buying every damn thing going Some are being greedy mother fuckers There s NOT a food shortage do your normal shop amp THINK of others;Extremely Negative
17/03/2020;I KNOW y all aren t panic buying food but leaving them seasoning aisles full Going into quarantine with UNSEASONED food  ;Negative
17/03/2020;With #Covid_19 sparking panic buying many smaller local shops are now demanding CASH ONLY sales. Asylum seekers who rely on these shops using @ukhomeoffice #ASPENcard have No cash= No food/essentials for them and kids. #HostileEnvironment @SYMAAG @RefugeeAction @VOICESNetworkUK;Extremely Negative
17/03/2020;The Dubai based Majid Al Futtaim says it will be reducing its working hours at malls it operates to eight hours excluding its supermarket chain Carrefour and pharmacies within the malls as a measure to stop the spread of 19;Negative
17/03/2020;H E Dr Majid Al Qasabi Minister of was filmed today while personally inspecting the stock availability of food amp goods in the supermarkets in saying there will be severe penalties against any price manipulations;Negative
17/03/2020;So far, the Minister does not seem to have made statement on the catastrophe that can develop if the issue of markets operation is not addressed. Food insecurity has potential to make current Covid-19 panic look like a kindergarten and could lead to riots. I submit;Extremely Negative
17/03/2020;"Untransformed, SA Supermarket Chain Retailers coining it on the back of consumer panic caused by COVID-19 pandemic with ""confiscatory"" pricing practices. Must be asking themselves, ""Who needs BlackFriday anyway with steep discounts to cream it when you got COVID?"" #GreedyBastards https://t.co/cz7v14RzzA";Negative
17/03/2020;For the health and safety of our customers Pillitteri will be cancelling all tour and tasting programs in response to COVID 19 Our winery retail store will remain open for sales only and we will be offering FREE SHIPPING on any online wine orders at;Extremely Positive
17/03/2020;Away from virology healthcare policy etc for a second but still Massive credit due to UK supermarket workers It must be really stressful at the moment so thank you   Please RT;Extremely Positive
17/03/2020;Chris a 67 year old who works at a grocery store in Seattle is caught in the crossfire of the panic She s one of 70 people who have shared their experience of working in the service industry in the US right now We want to hear from you;Negative
17/03/2020;Food banks are struggling nationally and locally Please keep giving and encourage others to also They are needed more than ever as supply to food banks drops and demand has and will increase nimmo;Extremely Positive
17/03/2020;Hey are likely to make a fortune from boom in online shopping due to Are you going to ensure they pay fair UK tax We ll need that income for recovery Wouldn t the EU Tax Avoidance Directive be useful right now;Positive
17/03/2020;A big shout out to all those supermarket employees who are working long hard hours dealing with the crazed general public. I salute you for what you are providing to us all. Thank you ? #shoutout #Supermarketsemployees #COVID2019 #COVID @Coles @woolworths @ALDIAustralia;Positive
17/03/2020;COVID 19 POLICY IDEA If lawmakers want more people to temporarily stay at home and conduct more online shopping RI should temporarily amp other e sales taxes to encourage delivery of goods amp food and keep more w those who have lost their jobs;Positive
17/03/2020;Our caller Nicole who has a toddler and a newborn baby finds it hard to contain her emotion as she describes to Jeremy the difficulty she s having in finding food because of panic buyers;Extremely Negative
17/03/2020;is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More;Positive
17/03/2020;to close its doors from 3 17 3 31 Employees will continue to be paid during the temporary closure Online shopping still active;Positive
17/03/2020;Seniors and pension card holders have tried to make the most of a dedicated shopping hour set up by the major supermarket chain for vulnerable people in the midst of the COVID-19 outbreak. https://t.co/keTKwwSa9m;Positive
17/03/2020;With the restrictions on bars, restaurants, and other popular consumer stops included in Gov. John Carney's State of Emergency declaration over novel coronavirus COVID-19 concerns, Delaware is about to see an influx of unemployment claims--so many, Â… https://t.co/KuEcdsZql0;Negative
17/03/2020;Chicago consumers be aware of consumer fraud related to the Coronavirus Disease 2019 Outbreak submit consumer fraud complaints via 3 1 1 or at Learn more about;Extremely Negative
17/03/2020;Microsoft announced tonight that it will close all Microsoft Store retail locations due to the COVID 19 outbreak;Neutral
17/03/2020;Stockmarkets are down 30 but Australian supermarket shares are up thanks to the 250 rolls of toilet paper and 11 kilograms of penne you bought last week;Extremely Positive
17/03/2020;I know we re so thankful for nurses doctors grocery store clerks and those who stock the shelves Let s not forget about the truck drivers driving to get the stores their orders   It s a job that only the tough can do;Extremely Positive
17/03/2020;South Korea has lived with since January but there s no panic or hoarding of supplies like in the US Is there a study on why people countries react differently to crisis A study on no hoarding in crisis leads to enough normal food supplies for everyone;Extremely Negative
17/03/2020;Do you know who the real heroes of the pandemic are The grocery store employees and truck drivers who are keeping the shelves stocked amid widespread panic America s farmers The doctors amp nurses working double shifts putting themselves at risk Thank you  ;Positive
17/03/2020;407 new confirmed cases in the UK Please remember that many many more people have Covid 19 infection but are self isolating and not being tested So our statistics are skewed Take care Wash hands Stay away from groups Stop panic buying the elderly need food too;Negative
17/03/2020;Had my 1st mini freakout today when de Blasio warned us to prep for possible  shelter in place  order within 48 hours I rerouted to the grocery store Then Cuomo angrily responded that it was off the table Guys Talk Better That s fucked up  ;Extremely Negative
17/03/2020;When this is all over I don t ever want to hear anything about retail amp food service workers not deserving a living wage from one single person who went to a store or needed food during the Covid 19 outbreak They are keeping our world turning in the face of a national disaster;Negative
17/03/2020;Consumer demand for rice, flour and cooking oil has soared over the last week in predominantly Asian Muslim areas in the UK due to the outbreak of the #coronavirus. #COVID19 https://t.co/uYWHdrQsBI;Negative
17/03/2020;Hey Johnson Sunak I m disabled over 60 in the pre existing conditions at risk group and voluntary self isolating Can t get ANY SUPERMARKET to deliver me the bare essentials HOW DOES YOUR FUCKED UP POLICY FUCKING WORK;Extremely Negative
17/03/2020;prices inched lower today as investors continued to sell assets to keep their money in cash amid heightened panic over;Negative
17/03/2020;#Coronavirus Panic Clears Store Shelves, Leaving Autistic Child with Food Aversions Nothing to Eat | The #Autism Site Blog https://t.co/SjsnErVUwz;Extremely Negative
17/03/2020;PLEASE SHARE! A viral post on social media is misleading to mothers in need. https://t.co/3Wd5FvRvo7;Positive
17/03/2020;What about all the grocery store clerks  50+ or (@target and @walmart ) employees that arenÂ’t even provided protective gear! Are they being sent out to die ??? Let them go home !!!! And compensate them !!! #COVID2019;Negative
17/03/2020;A store that does not need to be open is @target considering all the grocery stores still open! Make a rule that only allows the elderly to shop every1 else can do a store pickup! You are putting your employees at risk when you donÂ’t even provide them protective gear #COVID2019;Negative
17/03/2020;hey psa everyone there s no need to panic buy groceries food supply chains aren t expected to be affected by the pandemic italy china amp other hard hit areas still have access to food and you may contract covid 19 while in line at a crowded grocery store;Extremely Negative
17/03/2020;my sister just sent me these pics from our local supermarket yÂ’all need to stop panic buying everything or we gonna DIE #COVID2019 #COVID19 https://t.co/jbvxbwpjYx;Extremely Negative
17/03/2020;I hope no one who is panic buying at the supermarket is positive of Covid-19 without knowing it.;Positive
17/03/2020;  Panic buying is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More via;Negative
17/03/2020;Amazon may hire 100 000 to keep up with surge in orders as coronavirus spreads;Positive
17/03/2020;How cruel of you to not go forward with closing for a week two You are the worst retail store in the world This is reason all stores are closing Jill is a horrible person I hope she realizes what she s done I hope JCPenney gets critized n bashed by everyone now;Extremely Negative
17/03/2020;Looking for toilet paper in the grocery store like;Positive
17/03/2020;My kids gon be writing essays on how COVID-19 acted as an economic shock internationally. Influencing global trade, consumer behaviour and equity markets.;Negative
17/03/2020;Malaysia announced restricted movement re COVID 19 and the country launched into panic buying Imagine announcing a threat on food security due to climate change impacts Will people start panic buying or will they demand their govt to step up on their climate actions;Extremely Negative
17/03/2020;Don t underestimate the power of a kind word to someone right now There are a lot of people being really awful to health care provider grocery store staff and I m sure many others Smile and say thanks for doing your best at a tough time can mean everything for them 19;Extremely Positive
17/03/2020;I wish every grocery store in America would set aside the first two hours of opening to allow senior citizens to shop like  #dollargeneral  #COVID2019;Extremely Positive
17/03/2020;@rheum_covid @psufka @ACEJointHealth We are the largest most active #arthritis patient org in Canada yet arenÂ’t listed as a sponsor? Arthritis Consumer Experts https://t.co/xmcabjOUGo Here to help! #COVID2019;Extremely Positive
17/03/2020;China's consumer prices will rise at a slower pace over rest of 2020 as China has largely curbed spread of COVID-19 and business activities have steadily returned to normal, an official said Tuesday. There's no basis for overall price hikes.;Negative
17/03/2020;You know I m not even worried about the actual virus itself I m worried about the shops etc running out of food and none of us getting paid because of the ridiculous amount of panic that s being caused by this;Negative
17/03/2020;I hear some concern about buying gift cards as some restaurants may not survive. If somehow there were guarantees these could be honored elsewhere or refunded it might boost consumer confidence and give local restaurants some cash. @GovRaimondo @RIHospitality #coronavirus;Extremely Positive
17/03/2020;At least the transfer market wonÂ’t explode with high prices for players who do wel at Euros.. thatÂ’s a good thing..... right?? #Euro2020 #COVID2019 #transfermarkt;Extremely Positive
17/03/2020;Dear genius countrymen and women. Soap works better than hand sanitizer. Toilet paper isn't necessary when you're at home. And there's plenty of food to go around if you'd stop going to the fucking grocery store for a few days. #coronavirus;Extremely Positive
17/03/2020;Going around the supermarket  feels like a game of pacman as we move between the aisles picking up food and trying not to bump into anyone #coronavirus;Positive
17/03/2020;#Retail #store closures in the US could explode because of the #coronavirus and #Lawsuits https://t.co/Sg8cH97PiR;Neutral
17/03/2020;Most of my food expired, I missed out on stock trades before COVID-19, and still no Tesla supercharger near my apartment ?... all while I was hospitalized and going to therapy. Aye, but I still got paid and got hella painkillers tho lmfaooooo ??;Negative
17/03/2020;@TenantsVic @AnglicareVic @ClayLucas @smh @theage Also agreed - hugely important people have secure housing during this time. Rental housing and the need to halt evictions included in the full release available here: https://t.co/3GBBDpdjat;Extremely Positive
17/03/2020;@FlyFrontier just stepped up and offered full credit for a flight I had to cancel due to #coronavirus. That is consumer focus and is appreciated.;Positive
17/03/2020;proud to say @rebecca_mehra inspired me. I noticed an elderly couple looking nervous before entering the grocery store. When I offered to help them, they seemed so relieved. If youÂ’re able to, consider offering to help others. #COVID2019 #SocialDistancing;Extremely Positive
17/03/2020;No surprise that the current panic buying trend has managed to pick up momentum in American gun shops. Who needs food anyway??? #coronavirus;Extremely Negative
17/03/2020;The Commission is working on areas of interest for all Europeans identifying impact on various areas policies Any measures in the area of consumer protection at EU level Thank you for your prompt action;Extremely Positive
17/03/2020;What to buy at the grocery store during a pandemic - CNN #coronavirus https://t.co/TXinaul818;Neutral
17/03/2020;This panic is out of control I have to play this game because hoarders might take all the food jeeeez is serious but we are massively fucking overreacting;Negative
